restaurant_name,restaurant_type,rate_out_of_5,num_of_ratings,avg_cost_two_people,online_order,table_booking,cuisines_type,area,local_address,orders,revenue,cost,profit,profit_margin
Black Deer,"Takeaway, Delivery",4.4,149,400.0,No,No,"Beverages, Ice Cream, Desserts","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,4.4,1760.0000000000002,1232.0,528.0000000000002,30.00000000000001
Black Jack,Bar,3.7,318,1400.0,No,No,"North Indian, Chinese",New BEL Road,New BEL Road,3.7,5180.0,3625.9999999999995,1554.0000000000005,30.00000000000001
Black Kitchen,Casual Dining,3.7,25,400.0,Yes,No,"Kerala, South Indian","Byresandra,Tavarekere,Madiwala",Koramangala 6th Block,3.7,1480.0,1036.0,444.0,30.0
Black Mug Cafe,Cafe,3.7,171,300.0,Yes,No,Cafe,Bannerghatta Road,Bannerghatta Road,3.7,1110.0,777.0,333.0,30.0
Black Pagoda,Quick Bites,2.9,11,300.0,No,No,"North Indian, South Indian, Chinese",Whitefield,Whitefield,2.9,870.0,609.0,261.0,30.0
Black Pepper Lounge - Case de Bengaluru,Lounge,3.7,81,1200.0,No,Yes,Finger Food,Koramangala 4th Block,Koramangala 6th Block,3.7,4440.0,3108.0,1332.0,30.0
Black Rock Cafe,Cafe,3.5,22,500.0,No,No,Cafe,Marathahalli,Marathahalli,3.5,1750.0,1225.0,525.0,30.0
Blend - Royal Orchid Suites,Casual Dining,3.4,16,1300.0,No,No,"Chinese, North Indian",Whitefield,Whitefield,3.4,4420.0,3094.0,1326.0,30.0
Bling - The Zuri,Lounge,3.7,228,2100.0,No,No,"Continental, North Indian",Whitefield,Whitefield,3.7,7770.0,5439.0,2331.0,30.0
Blistering Barnacles,Pub,3.9,1214,1200.0,No,Yes,"Chinese, Continental, American, Steak",Indiranagar,Indiranagar,3.9,4680.0,3276.0,1404.0,30.0
Blk Plus Wht,"Casual Dining, Cafe",4.3,112,800.0,No,No,"Asian, Thai, North Indian",HSR,HSR,4.3,3440.0,2408.0,1032.0,30.0
Bloomsbury's Global Kitchen & Bakehouse,"Cafe, Dessert Parlor",4.5,733,900.0,Yes,Yes,"American, Cafe, Continental, French, Burger, Mexican, Desserts, Pizza",Brookefield,Whitefield,4.5,4050.0,2835.0,1215.0,30.0
BLOW,Cafe,4.2,935,750.0,Yes,Yes,"Cafe, Continental, American, Burger",Brigade Road,Church Street,4.2,3150.0,2205.0,945.0,30.0
Blu Dale Fast Food,Quick Bites,3.3,7,250.0,No,No,"Chinese, North Indian, Andhra, Seafood",Koramangala 4th Block,Ejipura,3.3,825.0,577.5,247.5,30.0
Blu Oyster,Casual Dining,2.8,40,1500.0,No,Yes,"Seafood, Continental, European, Mediterranean",Indiranagar,Indiranagar,2.8,4200.0,2940.0,1260.0,30.0
Blue Bar - The Taj West End,Lounge,4.0,113,2500.0,No,Yes,Continental,Church Street,Race Course Road,4.0,10000.0,7000.0,3000.0,30.0
Blue Berry Restaurant,Casual Dining,2.9,17,600.0,No,No,"North Indian, Kerala, Chinese",Bannerghatta Road,BTM,2.9,1740.0,1218.0,522.0,30.0
Blue Ginger - The Taj West End,Fine Dining,4.4,514,3200.0,No,Yes,Vietnamese,Church Street,Race Course Road,4.4,14080.000000000002,9856.0,4224.000000000002,30.00000000000001
Blue Heaven Bar And Restaurant,Bar,3.2,6,750.0,No,No,"Chinese, North Indian",Lavelle Road,Majestic,3.2,2400.0,1680.0,720.0,30.0
Blue Terrain - Novotel,Fine Dining,4.2,505,2000.0,No,Yes,"Spanish, Italian, Mediterranean",Bellandur,Marathahalli,4.2,8400.0,5880.0,2520.0,30.0
Blue Tokai Coffee Roasters,Cafe,2.8,40,400.0,Yes,No,"Cafe, Coffee","Byresandra,Tavarekere,Madiwala",Koramangala 8th Block,2.8,1120.0,784.0,336.0,30.0
Blue Wings Bar & Restaurant,"Bar, Casual Dining",3.7,43,700.0,No,No,"North Indian, Chinese",Banashankari,Banashankari,3.7,2590.0,1812.9999999999998,777.0000000000002,30.00000000000001
Blueberry Restaurant,Quick Bites,3.5,48,400.0,Yes,No,"North Indian, Biryani, South Indian",Sarjapur Road,Bellandur,3.5,1400.0,979.9999999999999,420.0000000000001,30.00000000000001
BluO,Lounge,4.1,401,1500.0,No,Yes,"Continental, North Indian",Malleshwaram,Malleshwaram,4.1,6149.999999999999,4304.999999999999,1845.0,30.000000000000004
Blytons,Bar,2.8,40,1500.0,No,No,Bar Food,JP Nagar,Hebbal,2.8,4200.0,2940.0,1260.0,30.0
BMG Hotel,Quick Bites,2.8,40,200.0,No,No,"South Indian, North Indian",Electronic City,Electronic City,2.8,560.0,392.0,168.0,30.0
BMR Hyderabad Biryani,"Takeaway, Delivery",3.6,24,400.0,Yes,No,Biryani,Bannerghatta Road,BTM,3.6,1440.0,1007.9999999999999,432.0000000000001,30.00000000000001
Bobacha,Beverage Shop,4.1,74,300.0,Yes,No,"Beverages, Bubble Tea, Tea",Brookefield,Whitefield,4.1,1230.0,861.0,369.0,30.0
Bob's Bar,"Bar, Casual Dining",2.8,40,1000.0,No,No,"South Indian, Finger Food","Byresandra,Tavarekere,Madiwala",Koramangala 7th Block,2.8,2800.0,1959.9999999999998,840.0000000000002,30.00000000000001
Bob's Restaurant,Quick Bites,4.0,330,500.0,Yes,No,"North Indian, Chinese",Indiranagar,Jeevan Bhima Nagar,4.0,2000.0,1400.0,600.0,30.0
Body Temple,Quick Bites,3.3,12,500.0,Yes,No,Healthy Food,"Byresandra,Tavarekere,Madiwala",BTM,3.3,1650.0,1155.0,495.0,30.0
Boho,Casual Dining,4.2,1721,1200.0,No,Yes,"Continental, Asian, American, North Indian, Desserts","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,4.2,5040.0,3528.0,1512.0,30.0
Bohra Bohra CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Quick Bites,3.5,49,300.0,Yes,No,Bohri,Jayanagar,JP Nagar,3.5,1050.0,735.0,315.0,30.0
Bold,"Bar, Casual Dining",3.9,866,1500.0,No,Yes,"Modern Indian, Continental, North Indian",Marathahalli,Marathahalli,3.9,5850.0,4094.9999999999995,1755.0000000000005,30.00000000000001
Bollywood Grill,Casual Dining,3.4,5,1500.0,No,No,North Indian,Electronic City,Electronic City,3.4,5100.0,3570.0,1530.0,30.0
Bologna,Casual Dining,4.5,717,1000.0,No,Yes,Italian,Indiranagar,Indiranagar,4.5,4500.0,3150.0,1350.0,30.0
Bombay Adda,"Casual Dining, Bar",4.4,2355,1100.0,No,Yes,Modern Indian,Koramangala 4th Block,Koramangala 7th Block,4.4,4840.0,3388.0,1452.0,30.0
Bombay Brasserie,Casual Dining,4.3,555,1800.0,Yes,No,Modern Indian,Bellandur,Bellandur,4.3,7740.0,5418.0,2322.0,30.0
Bombay Chowpaty Kulfi,Dessert Parlor,3.7,40,250.0,No,No,"Ice Cream, Desserts",Kalyan Nagar,Kalyan Nagar,3.7,925.0,647.5,277.5,30.0
Bombay Food Express,Quick Bites,3.7,18,250.0,No,No,"Street Food, Fast Food",Brigade Road,Shanti Nagar,3.7,925.0,647.5,277.5,30.0
Bombay Kulfi,Dessert Parlor,3.4,33,150.0,Yes,No,"Desserts, Ice Cream",Sarjapur Road,Sarjapur Road,3.4,510.0,357.0,153.0,30.0
Bombay Kulfis,Dessert Parlor,3.3,4,200.0,No,No,Ice Cream,Indiranagar,Indiranagar,3.3,660.0,461.99999999999994,198.00000000000006,30.00000000000001
Bombay Sandwich Company,Delivery,3.0,40,400.0,Yes,No,"Sandwich, Beverages",Old Airport Road,Indiranagar,3.0,1200.0,840.0,360.0,30.0
Bombay Talkies,Quick Bites,3.6,24,200.0,Yes,No,"Maharashtrian, Fast Food, Street Food, Sandwich",Koramangala 7th Block,Jayanagar,3.6,720.0,503.99999999999994,216.00000000000006,30.00000000000001
Bombay Vada Pav Corner,Quick Bites,4.1,84,150.0,Yes,No,Street Food,Rajajinagar,Seshadripuram,4.1,615.0,430.5,184.5,30.0
Bon Appetit Resto,Delivery,3.8,50,300.0,Yes,No,"North Indian, Chinese",Malleshwaram,New BEL Road,3.8,1140.0,798.0,342.0,30.0
Bon Baker,Delivery,3.7,19,1000.0,No,No,Desserts,Marathahalli,Whitefield,3.7,3700.0,2590.0,1110.0,30.0
Bon Sante,Cafe,3.6,104,800.0,No,No,"Cafe, Continental, Italian",Church Street,Brigade Road,3.6,2880.0,2015.9999999999998,864.0000000000002,30.00000000000001
Bonbonbite,Bakery,3.5,10,450.0,No,No,"Bakery, Desserts",New BEL Road,Jalahalli,3.5,1575.0,1102.5,472.5,30.0
Bonfooder,Delivery,3.8,36,400.0,Yes,No,North Indian,Sarjapur Road,Sarjapur Road,3.8,1520.0,1064.0,456.0,30.0
Bong Connections,Quick Bites,2.8,40,300.0,No,No,"Chinese, North Indian",Brookefield,Whitefield,2.8,840.0,588.0,252.0,30.0
BongHomie,"Takeaway, Delivery",3.4,10,300.0,No,No,"Bengali, North Indian","Byresandra,Tavarekere,Madiwala",BTM,3.4,1020.0,714.0,306.0,30.0
Bonsouth,Casual Dining,4.2,2616,1300.0,Yes,Yes,"Chettinad, Andhra, Kerala","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,4.2,5460.0,3821.9999999999995,1638.0000000000005,30.00000000000001
Bonum cibum,Casual Dining,4.5,181,1200.0,Yes,No,"Lebanese, Turkish","Byresandra,Tavarekere,Madiwala",HSR,4.5,5400.0,3779.9999999999995,1620.0000000000005,30.00000000000001
Book My Cakes,Bakery,3.3,4,300.0,Yes,No,Bakery,Indiranagar,Old Airport Road,3.3,990.0,693.0,297.0,30.0
Boondock Bistro,"Casual Dining, Cafe",3.9,1636,900.0,Yes,Yes,"Steak, Continental, American, Italian, Salad, Cafe",Whitefield,Whitefield,3.9,3510.0,2457.0,1053.0,30.0
Bootlegger,Lounge,4.0,601,1800.0,No,Yes,"Continental, Steak",Indiranagar,Indiranagar,4.0,7200.0,5040.0,2160.0,30.0
Boozers Bar & Kitchen,"Bar, Casual Dining",4.3,700,400.0,No,No,"Continental, Burger, Italian, Pizza, North Indian, Chinese, Finger Food",Indiranagar,Indiranagar,4.3,1720.0,1204.0,516.0,30.0
Borah's Kitchen,Quick Bites,3.3,12,250.0,Yes,No,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",BTM,3.3,825.0,577.5,247.5,30.0
Boston Barista - Kappayum Curriyum,Quick Bites,3.6,64,350.0,Yes,No,Kerala,Jayanagar,BTM,3.6,1260.0,882.0,378.0,30.0
Bottle & Glass,"Bar, Casual Dining",4.0,973,1400.0,No,Yes,"Continental, Chinese, Italian",Indiranagar,Indiranagar,4.0,5600.0,3919.9999999999995,1680.0000000000005,30.00000000000001
Bottle Breacher,"Casual Dining, Pub",4.1,1187,1200.0,No,Yes,"Italian, Continental",Bannerghatta Road,JP Nagar,4.1,4920.0,3444.0,1476.0,30.0
Bottoms Up Resto Bar,Bar,3.9,248,1200.0,No,No,"Finger Food, Italian, Continental",Kammanahalli,Kalyan Nagar,3.9,4680.0,3276.0,1404.0,30.0
Bowl House Kitchen,"Takeaway, Delivery",2.8,40,400.0,Yes,No,"North Indian, Biryani, Asian",Electronic City,Electronic City,2.8,1120.0,784.0,336.0,30.0
Bowl N Biryani,Quick Bites,3.3,24,500.0,Yes,No,"Biryani, North Indian, Chinese",Whitefield,"ITPL Main Road, Whitefield",3.3,1650.0,1155.0,495.0,30.0
Bowl'd over Rice,"Takeaway, Delivery",2.8,40,300.0,Yes,No,North Indian,Old Airport Road,Indiranagar,2.8,840.0,588.0,252.0,30.0
Bowlful,"Takeaway, Delivery",3.6,12,500.0,Yes,No,North Indian,Indiranagar,Domlur,3.6,1800.0,1260.0,540.0,30.0
Bowls & Combos Co.,Delivery,2.8,40,300.0,No,No,"Chinese, Thai, North Indian",Indiranagar,Indiranagar,2.8,840.0,588.0,252.0,30.0
Bowring Kulfi,Dessert Parlor,4.0,40,150.0,No,No,"Ice Cream, Desserts",Brigade Road,Residency Road,4.0,600.0,420.0,180.0,30.0
Box Magic,Quick Bites,3.6,21,400.0,Yes,No,"North Indian, South Indian, Seafood, Rolls",Bannerghatta Road,Bannerghatta Road,3.6,1440.0,1007.9999999999999,432.0000000000001,30.00000000000001
Box of Biryani,Delivery,3.5,9,400.0,No,No,"Biryani, North Indian, Kebab",Koramangala 4th Block,Koramangala 6th Block,3.5,1400.0,979.9999999999999,420.0000000000001,30.00000000000001
BOX8- Desi Meals,Delivery,4.3,248,500.0,Yes,No,"North Indian, Mughlai, Fast Food",Jayanagar,JP Nagar,4.3,2150.0,1505.0,645.0,30.0
Boxes And Combos,Quick Bites,2.8,40,500.0,No,No,"North Indian, South Indian",Brookefield,Whitefield,2.8,1400.0,979.9999999999999,420.0000000000001,30.00000000000001
Bozo's Yum Yums,"Takeaway, Delivery",4.0,90,650.0,Yes,No,"Fast Food, Burger, American",Brigade Road,Frazer Town,4.0,2600.0,1819.9999999999998,780.0000000000002,30.00000000000001
BR Military Hotel,Quick Bites,3.1,6,300.0,No,No,North Indian,MG Road,Indiranagar,3.1,930.0,651.0,279.0,30.0
Brahma Brews,"Microbrewery, Casual Dining",2.8,40,1400.0,No,Yes,"Continental, South Indian, Finger Food, Pizza, Seafood",Bannerghatta Road,JP Nagar,2.8,3919.9999999999995,2743.9999999999995,1176.0,30.000000000000004
Brahmin Cafe,Quick Bites,3.8,19,150.0,No,No,South Indian,Banashankari,Banashankari,3.8,570.0,399.0,171.0,30.0
Brahmin's Coffee Bar,Quick Bites,3.9,282,250.0,No,No,South Indian,Malleshwaram,Malleshwaram,3.9,975.0,682.5,292.5,30.0
Brahmins Food Corner,Quick Bites,3.7,95,400.0,Yes,No,"South Indian, North Indian, Chinese",New BEL Road,Jalahalli,3.7,1480.0,1036.0,444.0,30.0
Brahmins' Thatte Idli,Quick Bites,3.9,126,100.0,Yes,No,South Indian,Rajajinagar,Rajajinagar,3.9,390.0,273.0,117.0,30.0
Bramhin Tiffins,Quick Bites,3.6,12,150.0,No,No,South Indian,JP Nagar,JP Nagar,3.6,540.0,378.0,162.0,30.0
Brea,Bakery,3.4,34,300.0,Yes,No,"Bakery, Fast Food",Old Airport Road,Jeevan Bhima Nagar,3.4,1020.0,714.0,306.0,30.0
Bread and Circus,Cafe,3.7,50,550.0,No,No,"Cafe, Fast Food, Pizza, Burger",Lavelle Road,Shanti Nagar,3.7,2035.0,1424.5,610.5,30.0
Bread Crumbs Bakery,Bakery,4.0,164,250.0,No,No,"Desserts, Bakery",Bannerghatta Road,Bannerghatta Road,4.0,1000.0,700.0,300.0,30.0
Breads and Banter,"Cafe, Bakery",4.2,65,400.0,No,Yes,"Cafe, Bakery, Fast Food",Brookefield,Brookefield,4.2,1680.0,1176.0,504.0,30.0
Breadworks,"Bakery, Cafe",2.9,48,500.0,Yes,No,"Bakery, Cafe",Indiranagar,Indiranagar,2.9,1450.0,1014.9999999999999,435.0000000000001,30.00000000000001
Break Hour,Quick Bites,4.0,96,150.0,Yes,No,"Chinese, Beverages",Malleshwaram,Rajajinagar,4.0,600.0,420.0,180.0,30.0
Breakfast House,Quick Bites,3.6,49,300.0,No,No,"South Indian, North Indian",Brookefield,"ITPL Main Road, Whitefield",3.6,1080.0,756.0,324.0,30.0
Breakstation,Quick Bites,2.8,40,200.0,No,No,Fast Food,Old Airport Road,Old Airport Road,2.8,560.0,392.0,168.0,30.0
Breaktime Brew,Cafe,3.7,24,550.0,Yes,No,Cafe,"Byresandra,Tavarekere,Madiwala",Koramangala 7th Block,3.7,2035.0,1424.5,610.5,30.0
Breezes - Hotel Pigeon International,Casual Dining,3.5,23,900.0,No,No,"North Indian, Continental",Old Airport Road,Old Airport Road,3.5,3150.0,2205.0,945.0,30.0
Breezy Cow Bar,Beverage Shop,3.8,25,400.0,Yes,No,Beverages,Marathahalli,Kaggadasapura,3.8,1520.0,1064.0,456.0,30.0
Brew and Barbeque - A Microbrewery Pub,"Microbrewery, Pub",4.6,5894,1400.0,Yes,Yes,"Continental, North Indian, BBQ, Steak",Marathahalli,Marathahalli,4.6,6439.999999999999,4507.999999999999,1932.0,30.000000000000004
Brew Bakes,Cafe,3.4,13,550.0,No,No,"Cafe, Continental, Italian",Basavanagudi,Jayanagar,3.4,1870.0,1309.0,561.0,30.0
Brew Bakes Cafe,Cafe,3.7,45,600.0,Yes,No,"Cafe, Beverages",Rajajinagar,Vijay Nagar,3.7,2220.0,1554.0,666.0,30.0
Brew Cafe,Quick Bites,3.2,4,300.0,No,No,Fast Food,"Byresandra,Tavarekere,Madiwala",BTM,3.2,960.0,672.0,288.0,30.0
Brew Meister,"Microbrewery, Casual Dining",4.1,970,1500.0,Yes,Yes,"North Indian, Continental, Finger Food, American, Asian",Banashankari,Jayanagar,4.1,6149.999999999999,4304.999999999999,1845.0,30.000000000000004
Brew Point,Cafe,3.6,10,500.0,Yes,No,"Cafe, American, Burger, Sandwich, Fast Food",Bannerghatta Road,JP Nagar,3.6,1800.0,1260.0,540.0,30.0
Brewbakes,Cafe,3.3,7,450.0,No,No,"Cafe, Pizza, Italian, Sandwich",New BEL Road,New BEL Road,3.3,1485.0,1039.5,445.5,30.0
Brewklyn Microbrewery,"Microbrewery, Casual Dining",4.4,2329,1400.0,Yes,Yes,"American, South Indian, Thai, Pizza, Italian",Kalyan Nagar,Kalyan Nagar,4.4,6160.000000000001,4312.0,1848.000000000001,30.00000000000001
Brews N Bites,"Quick Bites, Cafe",2.7,48,650.0,Yes,No,"Chinese, Fast Food, Cafe, Street Food, Finger Food",Bannerghatta Road,Bannerghatta Road,2.7,1755.0000000000002,1228.5,526.5000000000002,30.00000000000001
Brewsky,Microbrewery,4.3,4321,1600.0,Yes,Yes,"Continental, American",Jayanagar,JP Nagar,4.3,6880.0,4816.0,2064.0,30.0
Brewz Coffee,Cafe,3.0,61,650.0,Yes,No,Cafe,Bannerghatta Road,BTM,3.0,1950.0,1365.0,585.0,30.0
Bricklane,Casual Dining,4.2,1633,1500.0,No,Yes,"Italian, Mediterranean, Pizza",Indiranagar,Indiranagar,4.2,6300.0,4410.0,1890.0,30.0
Bridgeway,Casual Dining,3.8,94,550.0,No,No,"North Indian, Chinese",Banashankari,Mysore Road,3.8,2090.0,1463.0,627.0,30.0
Brik Oven,Cafe,2.8,40,1100.0,No,No,"Cafe, Pizza, Beverages",Indiranagar,Indiranagar,2.8,3080.0,2156.0,924.0,30.0
Brilram's Balaji Bhavan,Casual Dining,3.9,141,700.0,No,No,"South Indian, North Indian, Chinese",Whitefield,Whitefield,3.9,2730.0,1910.9999999999998,819.0000000000002,30.00000000000001
Brimstone Cafe,"Cafe, Casual Dining",4.0,387,1300.0,Yes,Yes,"Cafe, Continental, Salad, Italian",Bellandur,HSR,4.0,5200.0,3639.9999999999995,1560.0000000000005,30.00000000000001
Brindavan Veg,Quick Bites,3.7,20,350.0,Yes,No,"South Indian, North Indian, Chinese, Street Food",Kalyan Nagar,HBR Layout,3.7,1295.0,906.4999999999999,388.5000000000001,30.00000000000001
Broadway - The Gourmet Theatre,Casual Dining,4.2,1142,1800.0,Yes,Yes,"Japanese, North Indian, Italian, Korean, Mexican, Thai",Bellandur,HSR,4.2,7560.0,5292.0,2268.0,30.0
Brooks 37,"Casual Dining, Bar",4.1,237,1000.0,Yes,Yes,"North Indian, Continental, Asian, Pizza",Brookefield,Brookefield,4.1,4100.0,2870.0,1230.0,30.0
Brooks and Bonds Brewery,"Casual Dining, Microbrewery",4.4,3870,1600.0,Yes,Yes,"Continental, Mediterranean, North Indian, Chinese, Finger Food","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,4.4,7040.000000000001,4928.0,2112.000000000001,30.00000000000001
Brother?s Bar & Kitchen,Casual Dining,3.4,5,1000.0,No,No,"Chinese, North Indian","Byresandra,Tavarekere,Madiwala",BTM,3.4,3400.0,2380.0,1020.0,30.0
BrotherÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂs Bar & Kitchen,Casual Dining,3.4,5,1000.0,No,No,"Chinese, North Indian",Koramangala 6th Block,BTM,3.4,3400.0,2380.0,1020.0,30.0
Brown Crust Cafe,Cafe,2.9,18,300.0,No,No,"Cafe, Italian, Desserts",Indiranagar,Old Airport Road,2.9,870.0,609.0,261.0,30.0
Brownie Heaven,Dessert Parlor,3.9,16,300.0,Yes,No,Desserts,Brigade Road,Koramangala 5th Block,3.9,1170.0,819.0,351.0,30.0
Brownie Points,Bakery,3.8,25,300.0,Yes,No,"Bakery, Desserts","Byresandra,Tavarekere,Madiwala",Koramangala 4th Block,3.8,1140.0,798.0,342.0,30.0
Brunch & Munch - Hotel Millennium Plaza,Casual Dining,3.5,23,1200.0,No,No,"North Indian, Chinese, Mangalorean, Andhra",Electronic City,Electronic City,3.5,4200.0,2940.0,1260.0,30.0
Bruncherz,Quick Bites,3.5,15,200.0,No,No,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",BTM,3.5,700.0,489.99999999999994,210.00000000000006,30.00000000000001
Brunchilly,Casual Dining,4.0,213,1300.0,No,Yes,"North Indian, Continental",Marathahalli,Marathahalli,4.0,5200.0,3639.9999999999995,1560.0000000000005,30.00000000000001
Brundhavana Food Point,Quick Bites,4.0,191,300.0,Yes,No,"South Indian, North Indian, Chinese, Street Food, Beverages",Banashankari,Kumaraswamy Layout,4.0,1200.0,840.0,360.0,30.0
Brundhavana Pure Veg,Casual Dining,3.7,98,500.0,Yes,No,"South Indian, North Indian, Chinese, Beverages",Bannerghatta Road,JP Nagar,3.7,1850.0,1295.0,555.0,30.0
BTDT? Been There Done That,"Bar, Casual Dining",4.3,879,1300.0,No,Yes,"European, Continental, Asian, Finger Food",Indiranagar,Indiranagar,4.3,5590.0,3912.9999999999995,1677.0000000000005,30.00000000000001
BTM,Casual Dining,2.8,40,400.0,No,No,"North Indian, South Indian","Byresandra,Tavarekere,Madiwala",BTM,2.8,1120.0,784.0,336.0,30.0
BTM Bawarchi Biryani,"Takeaway, Delivery",3.5,132,600.0,Yes,No,"Biryani, North Indian, Chinese","Byresandra,Tavarekere,Madiwala",BTM,3.5,2100.0,1470.0,630.0,30.0
BTM Cakes,Bakery,3.3,8,400.0,Yes,No,"Bakery, Desserts",Bannerghatta Road,BTM,3.3,1320.0,923.9999999999999,396.0000000000001,30.00000000000001
BTM Ghar ka Khana,Quick Bites,3.7,126,200.0,No,No,North Indian,"Byresandra,Tavarekere,Madiwala",BTM,3.7,740.0,518.0,222.0,30.0
B'Town Cafe & Restaurant,Food Court,3.5,8,350.0,No,No,"Arabian, Continental",Bellandur,Marathahalli,3.5,1225.0,857.5,367.5,30.0
Bubble Bee,Dessert Parlor,3.9,45,400.0,Yes,No,"Beverages, Bubble Tea, Desserts","Byresandra,Tavarekere,Madiwala",HSR,3.9,1560.0,1092.0,468.0,30.0
Bubbles,Cafe,3.7,21,450.0,No,No,"Cafe, Fast Food, Beverages",MG Road,Frazer Town,3.7,1665.0,1165.5,499.5,30.0
Bubblewrap Waffle Co.,Dessert Parlor,4.4,356,400.0,Yes,No,"Desserts, Beverages",Basavanagudi,Jayanagar,4.4,1760.0000000000002,1232.0,528.0000000000002,30.00000000000001
Bucket Biriyani,Quick Bites,3.5,14,600.0,No,No,"Biryani, North Indian, Chinese",Kalyan Nagar,Banaswadi,3.5,2100.0,1470.0,630.0,30.0
Buddha Treats,Casual Dining,4.2,351,600.0,Yes,No,"Chinese, Thai",Brookefield,Brookefield,4.2,2520.0,1764.0,756.0,30.0
Budget Food,Casual Dining,3.5,42,700.0,No,Yes,"North Indian, Biryani",Old Airport Road,Old Airport Road,3.5,2450.0,1715.0,735.0,30.0
Buff Buffet Buff,"Casual Dining, Bar",4.5,3125,1500.0,Yes,Yes,"North Indian, Chinese, Continental, Thai, Salad","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,4.5,6750.0,4725.0,2025.0,30.0
Bufferia,"Casual Dining, Bar",4.0,345,1500.0,No,Yes,"Asian, Continental, European, Mediterranean",Brookefield,Marathahalli,4.0,6000.0,4200.0,1800.0,30.0
Bufferia Express,Delivery,3.4,18,800.0,Yes,No,"North Indian, Chinese",Brookefield,East Bangalore,3.4,2720.0,1903.9999999999998,816.0000000000002,30.00000000000001
Bullet Biryani,"Takeaway, Delivery",3.2,9,300.0,Yes,No,Biryani,"Byresandra,Tavarekere,Madiwala",BTM,3.2,960.0,672.0,288.0,30.0
Bulls N Bears - Bar Trade Xchange,"Pub, Bar",3.8,155,1000.0,No,Yes,"Finger Food, North Indian, Continental, Pizza",Koramangala 7th Block,Koramangala 5th Block,3.8,3800.0,2660.0,1140.0,30.0
Bun Maska Chai,Quick Bites,3.9,120,250.0,Yes,No,"Street Food, Fast Food",Indiranagar,Jeevan Bhima Nagar,3.9,975.0,682.5,292.5,30.0
Bun Town,Cafe,3.8,22,500.0,Yes,No,"Cafe, Bakery","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,3.8,1900.0,1330.0,570.0,30.0
Bun World,Bakery,3.9,132,250.0,No,No,"Bakery, Fast Food",Malleshwaram,Malleshwaram,3.9,975.0,682.5,292.5,30.0
Bundar,Cafe,4.1,2448,700.0,No,No,"Cafe, Burger, Fast Food, Desserts",Koramangala 4th Block,Koramangala 6th Block,4.1,2869.9999999999995,2008.9999999999995,861.0,30.000000000000004
Bunker Restaurant,Quick Bites,3.7,29,300.0,No,No,"North Indian, South Indian, Fast Food, Momos",Sarjapur Road,Sarjapur Road,3.7,1110.0,777.0,333.0,30.0
Bunny Bakers,Bakery,3.6,31,250.0,No,No,"Bakery, Fast Food","Byresandra,Tavarekere,Madiwala",Jayanagar,3.6,900.0,630.0,270.0,30.0
Bunt's Biriyani Palace,Quick Bites,3.0,213,400.0,Yes,No,"North Indian, South Indian, Chinese, Biryani, Seafood",Banashankari,Banashankari,3.0,1200.0,840.0,360.0,30.0
Bunty's Belly,Cafe,2.8,40,300.0,No,No,"Cafe, Beverages, Rolls, Sandwich",Kalyan Nagar,Kalyan Nagar,2.8,840.0,588.0,252.0,30.0
Burger Bite House,Quick Bites,2.6,39,400.0,Yes,No,"Burger, Fast Food, Desserts",Marathahalli,Kaggadasapura,2.6,1040.0,728.0,312.0,30.0
Burger Crush,Delivery,3.2,4,500.0,No,No,Fast Food,Bellandur,Sarjapur Road,3.2,1600.0,1120.0,480.0,30.0
Burger Garden,Delivery,3.4,7,300.0,Yes,No,"Fast Food, Burger, Desserts, Cafe","Byresandra,Tavarekere,Madiwala",South Bangalore,3.4,1020.0,714.0,306.0,30.0
Burger King,Food Court,3.5,21,600.0,No,No,"Burger, Fast Food, Beverages",Bellandur,Bellandur,3.5,2100.0,1470.0,630.0,30.0
Burger Lounge,Quick Bites,3.0,72,600.0,Yes,No,"Burger, Fast Food, Beverages","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,3.0,1800.0,1260.0,540.0,30.0
Burger Man,Quick Bites,3.4,19,300.0,Yes,No,"Burger, Fast Food",New BEL Road,Yeshwantpur,3.4,1020.0,714.0,306.0,30.0
Burger Mania,Quick Bites,2.8,40,400.0,Yes,No,"Burger, Sandwich, Fast Food",HSR,HSR,2.8,1120.0,784.0,336.0,30.0
Burgundy - Royal Orchid Suites,Casual Dining,3.9,104,1200.0,No,Yes,North Indian,Whitefield,Whitefield,3.9,4680.0,3276.0,1404.0,30.0
Burj Hotel,Quick Bites,3.4,54,350.0,Yes,No,"North Indian, Chinese",Bannerghatta Road,Bannerghatta Road,3.4,1190.0,833.0,357.0,30.0
Burma Burma,Casual Dining,4.7,1594,1500.0,Yes,No,"Asian, Burmese",Indiranagar,Indiranagar,4.7,7050.0,4935.0,2115.0,30.0
